1.471738139117E12,-2.4516625,-1.6344417,19.19107,-33.92292785644531,151.2263946533203,
1.471738139814E12,0.5720546,2.3699405,9.193735,-33.92292785644531,151.2263946533203,
1.471738140466E12,1.4437568,3.13268,8.771504,-33.922828674316406,151.22645568847656,
1.471738141178E12,-0.25878662,2.6014864,9.152874,-33.922828674316406,151.22645568847656,
1.471738141854E12,0.44947147,1.9477097,9.684067,-33.922828674316406,151.22645568847656,
1.471738142541E12,0.25878662,1.6344417,8.730643,-33.922733306884766,151.2265167236328,
1.471738143231E12,0.06810174,2.4789033,9.343558,-33.922733306884766,151.2265167236328,
1.471738143913E12,0.4903325,0.87170225,10.147159,-33.922733306884766,151.2265167236328,
1.471738144587E12,0.44947147,1.607201,9.684067,-33.92272186279297,151.22665405273438,
1.471738145283E12,-0.10896278,1.1032481,10.8281765,-33.92272186279297,151.22665405273438,
1.471738145975E12,1.3756552,-0.19068487,9.997335,-33.92272186279297,151.22665405273438,
1.471738146658E12,-0.21792556,1.1032481,10.869038,-33.92271041870117,151.22677612304688,
1.471738147361E12,1.1441092,1.334794,8.989429,-33.92271041870117,151.22677612304688,
1.471738148017E12,-1.2258313,-0.6810174,11.4410925,-33.92271041870117,151.22677612304688,
1.471738148702E12,-1.1849703,1.6753027,9.643207,-33.92271041870117,151.22677612304688,
1.471738149393E12,0.61291564,2.0294318,10.446807,-33.92270278930664,151.22691345214844,
1.471738150153E12,-1.293933,3.091819,9.493382,-33.92270278930664,151.22691345214844,
1.471738150781E12,-1.1032481,3.5140498,9.343558,-33.92270278930664,151.22691345214844,
1.47173815145E12,-0.06810174,3.7455957,8.921328,-33.92270278930664,151.22691345214844,
1.471738152173E12,-0.5720546,4.508335,9.724928,-33.92270278930664,151.22691345214844,
1.471738152832E12,0.5720546,3.3642259,7.763598,-33.92247772216797,151.2268829345703,
1.471738153517E12,-0.3405087,2.3699405,9.41166,-33.92233657836914,151.226806640625,
1.471738154187E12,1.4165162,0.4903325,8.267551,-33.92224884033203,151.2267608642578,
1.471738154858E12,2.4789033,0.6401563,8.417375,-33.92224884033203,151.2267608642578,
1.471738155529E12,2.2882185,1.1441092,9.643207,-33.92224884033203,151.2267608642578,
1.471738156207E12,1.9068487,1.7570249,8.798744,-33.92211151123047,151.22669982910156,
1.471738156875E12,0.9942854,5.47538,9.030291,-33.92211151123047,151.22669982910156,
1.471738157553E12,1.4437568,1.334794,8.499097,-33.92198181152344,151.22674560546875,
1.471738158217E12,1.484618,3.214402,8.539958,-33.92183303833008,151.2268524169922,
1.471738158888E12,1.607201,0.4903325,8.417375,-33.92183303833008,151.2268524169922,
1.471738159558E12,0.95342433,5.053149,8.308413,-33.92168045043945,151.22695922851563,
1.471738160227E12,0.6810174,2.8602731,8.417375,-33.92168045043945,151.22695922851563,
1.471738160905E12,-0.06810174,3.173541,9.602345,-33.92168045043945,151.22695922851563,
1.471738161592E12,1.1032481,1.8387469,10.024576,-33.921531677246094,151.22718811035156,
1.471738162264E12,1.1441092,0.9125633,9.602345,-33.921390533447266,151.227294921875,
1.471738162965E12,1.1032481,1.4165162,9.302697,-33.921390533447266,151.227294921875,
1.471738163659E12,0.61291564,1.334794,8.499097,-33.92121887207031,151.22743225097656,
1.471738164348E12,0.14982383,1.293933,10.147159,-33.92168045043945,151.22703552246094,
1.471738165062E12,1.0215261,1.9477097,9.41166,-33.92168045043945,151.22703552246094,
1.471738165715E12,0.8036005,1.56634,10.419566,-33.92168045043945,151.22703552246094,
1.471738166392E12,1.7978859,0.06810174,-0.6810174,-33.92154312133789,151.22703552246094,
1.471738167147E12,0.21792556,1.1032481,9.220976,-33.92154312133789,151.22703552246094,
1.471738167769E12,-0.06810174,2.0975335,10.800936,-33.92154312133789,151.22703552246094,
1.471738168465E12,0.9125633,-0.7627395,10.446807,-33.92118835449219,151.22698974609375,
1.471738169131E12,0.61291564,0.6810174,10.378705,-33.92118835449219,151.22698974609375,
1.471738169825E12,-0.027240695,-0.40861043,8.689782,-33.92118835449219,151.22698974609375,
1.471738170515E12,-0.29964766,0.4903325,9.724928,-33.920963287353516,151.22695922851563,
1.471738171198E12,-0.4903325,0.0,10.800936,-33.92070388793945,151.22682189941406,
1.471738171894E12,-0.027240695,0.14982383,10.106298,-33.92070388793945,151.22682189941406,
1.471738172565E12,0.027240695,-0.06810174,9.956474,-33.92070388793945,151.22682189941406,
1.471738173251E12,-0.44947147,0.06810174,9.452521,-33.92070388793945,151.22682189941406,
1.471738173942E12,0.06810174,-0.8036005,9.193735,-33.92070388793945,151.22682189941406,
